"Name","ReferenceCount","FileCount","SampleRefs"
"api_camera_locked_images","11","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv"
"api_camera_stream","11","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt"
"api_camera_events","11","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv"
"event_stream","7","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\doc_bien_gpu\docbien.py | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\doc_bien_gpu\docbien.py"
"api_health","9","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv"
"run_api_server","11","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv"
"main","147","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_source_files.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_source_files.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv"
"reset_state","8","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\FaceID.py"
"camera_thread","31","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv"
"face_processing","11","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt"
"root","71","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\manage.ps1 | C:\DoAnTotNghiep\V-Shield-2.0\manage.ps1 | C:\DoAnTotNghiep\V-Shield-2.0\manage.ps1 | C:\DoAnTotNghiep\V-Shield-2.0\manage.ps1"
"start_camera","6","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\FaceID.py | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt"
"stop_camera","6","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt"
"camera_status","6","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt"
"signal_handler","6","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\ip_face_recognition_safe.py"
"preprocess_frame","6","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py"
"crop_face_safe","6","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py"
"update_face_state_no_face","6","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py"
"face_processing_worker","6","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py"
"debug_view_loop","6","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py"
"Mock","6","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\docs\conf.py"
"__getattr__","3","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\docs\conf.py"
"run_test","14","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt"
"get_ear","7","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\blink_detection.py"
"next_id","17","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py"
"prev_id","7","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\facerec_from_webcam_multiprocessing.py"
"capture","18","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt"
"train","29","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv"
"predict","23","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt"
"show_prediction_labels_on_image","12","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv"
"allowed_file","11","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv"
"upload_image","9","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt"
"detect_faces_in_image","11","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt"
"_rect_to_css","8","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py"
"_css_to_rect","6","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py"
"_trim_css_to_bounds","8","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py"
"face_distance","58","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt"
"load_image_file","150","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt"
"_raw_face_locations","12","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"face_locations","119","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt"
"_raw_face_locations_batched","7","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"batch_face_locations","11","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv"
"convert_cnn_detections_to_css","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py"
"_raw_face_landmarks","8","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"face_landmarks","54","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt"
"face_encodings","105","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv"
"compare_faces","38","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt"
"print_result","13","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt"
"test_image","31","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt"
"image_files_in_folder","26","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt"
"process_images_in_process_pool","11","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt"
"scan_known_people","6","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\face_recognition_cli.py"
"Test_face_recognition","6","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_python_hits.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_linkage_hits.txt"
"test_load_image_file","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_load_image_file_32bit","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_raw_face_locations","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_cnn_raw_face_locations","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_raw_face_locations_32bit_image","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_cnn_raw_face_locations_32bit_image","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_face_locations","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_cnn_face_locations","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_partial_face_locations","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_raw_face_locations_batched","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_batched_face_locations","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_raw_face_landmarks","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_face_landmarks","8","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt"
"test_face_landmarks_small_model","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_face_encodings","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_face_encodings_large_model","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_face_distance","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
"test_face_distance_empty_lists","4","1","C:\DoAnTotNghiep\V-Shield-2.0\analysis_ai_coupling.txt | C:\DoAnTotNghiep\V-Shield-2.0\analysis_name_declarations.csv | C:\DoAnTotNghiep\V-Shield-2.0\analysis_symbols_unique.txt | C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\tests\test_face_recognition.py"
