"Name","Kind","File","Line","RefCount","Risk"
"identity_confirmed","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","258","0","Critical"
"face_match","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","259","0","Critical"
"employee_id","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","260","0","Critical"
"confirm_count","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","261","0","Critical"
"distance","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","262","0","Critical"
"last_seen","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","263","0","Critical"
"bbox","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","264","0","Critical"
"timeout","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","265","0","Critical"
"alert","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","266","0","Critical"
"scan_locked","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","268","0","Critical"
"lock_reason","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","269","0","Critical"
"fps","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","271","0","Critical"
"last_snapshot","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","272","0","Critical"
"last_face_crop","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","273","0","Critical"
"locked_snapshot","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","274","0","Critical"
"locked_face_crop","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","275","0","Critical"
"last_update","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","276","0","Critical"
"message","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","277","68","Critical"
"set_camera_flags","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","284","20","Medium Risk"
"get_camera_flags","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","294","20","Medium Risk"
"get_latest_frame_copy","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","298","4","Medium Risk"
"encode_frame_to_jpeg","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","308","14","Medium Risk"
"image_to_base64","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","318","8","Medium Risk"
"offline_frame","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","326","6","Medium Risk"
"reset_recognition_state","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","342","11","Medium Risk"
"lock_scan_result","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","409","6","Medium Risk"
"get_display_text","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","437","4","Medium Risk"
"timeout","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","441","0","Critical"
"alert","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","443","0","Critical"
"draw_overlay","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","455","6","Medium Risk"
"camera_reader_worker","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","572","4","Medium Risk"
"preprocess_frame","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","694","2","Medium Risk"
"crop_face_safe","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","711","2","Medium Risk"
"update_face_state_no_face","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","728","2","Medium Risk"
"face_processing_worker","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","760","2","Medium Risk"
"top","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","908","0","Critical"
"right","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","909","0","Critical"
"bottom","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","910","0","Critical"
"left","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","911","0","Critical"
"width","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","912","0","Critical"
"height","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","913","0","Critical"
"mjpeg_generator","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1067","4","Medium Risk"
"open_camera","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1119","6","Medium Risk"
"close_camera","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1141","12","Medium Risk"
"api_camera_on","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1170","2","Medium Risk"
"success","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1177","16","Critical"
"message","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1178","68","Critical"
"success","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1186","16","Critical"
"message","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1187","68","Critical"
"ip","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1188","2","Critical"
"stream_url","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1189","0","Critical"
"success","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1193","16","Critical"
"message","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1194","68","Critical"
"ip","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1195","2","Critical"
"success","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1200","16","Critical"
"message","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1201","68","Critical"
"api_camera_off","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1205","2","Medium Risk"
"success","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1211","16","Critical"
"message","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1212","68","Critical"
"success","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1217","16","Critical"
"message","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1218","68","Critical"
"api_camera_reset","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1222","2","Medium Risk"
"success","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1236","16","Critical"
"message","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1237","68","Critical"
"success","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1242","16","Critical"
"message","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1243","68","Critical"
"api_camera_status","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1247","2","Medium Risk"
"success","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1251","16","Critical"
"camera_enabled","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1252","0","Critical"
"camera_connected","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1253","0","Critical"
"ip","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1254","2","Critical"
"tracking_active","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1255","0","Critical"
"identity_confirmed","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1256","0","Critical"
"face_match","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1257","0","Critical"
"employee_id","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1258","0","Critical"
"confirm_count","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1259","0","Critical"
"distance","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1260","0","Critical"
"last_seen","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1261","0","Critical"
"bbox","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1262","0","Critical"
"timeout","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1263","0","Critical"
"alert","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1264","0","Critical"
"scan_locked","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1265","0","Critical"
"lock_reason","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1266","0","Critical"
"fps","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1267","0","Critical"
"models_loaded","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1268","0","Critical"
"total_encodings","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1269","0","Critical"
"message","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1270","68","Critical"
"last_update","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1271","0","Critical"
"stream_url","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1272","0","Critical"
"success","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1276","16","Critical"
"message","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1277","68","Critical"
"api_camera_result","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1281","2","Medium Risk"
"success","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1286","16","Critical"
"message","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1287","68","Critical"
"api_camera_locked_images","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1291","2","Medium Risk"
"success","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1295","16","Critical"
"identity_confirmed","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1296","0","Critical"
"employee_id","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1297","0","Critical"
"scan_locked","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1298","0","Critical"
"lock_reason","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1299","0","Critical"
"locked_snapshot","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1300","0","Critical"
"locked_face_crop","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1301","0","Critical"
"success","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1305","16","Critical"
"message","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1306","68","Critical"
"api_camera_stream","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1310","2","Medium Risk"
"api_camera_events","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1322","2","Medium Risk"
"event_stream","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1323","4","Medium Risk"
"success","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1331","16","Critical"
"camera_enabled","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1332","0","Critical"
"camera_connected","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1333","0","Critical"
"ip","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1334","2","Critical"
"tracking_active","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1335","0","Critical"
"identity_confirmed","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1336","0","Critical"
"face_match","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1337","0","Critical"
"employee_id","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1338","0","Critical"
"confirm_count","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1339","0","Critical"
"distance","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1340","0","Critical"
"last_seen","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1341","0","Critical"
"bbox","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1342","0","Critical"
"timeout","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1343","0","Critical"
"alert","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1344","0","Critical"
"scan_locked","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1345","0","Critical"
"lock_reason","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1346","0","Critical"
"fps","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1347","0","Critical"
"message","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1348","68","Critical"
"last_update","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1349","0","Critical"
"api_health","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1380","2","Medium Risk"
"success","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1383","16","Critical"
"message","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1384","68","Critical"
"camera_enabled","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1385","0","Critical"
"camera_connected","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1386","0","Critical"
"ip","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1387","2","Critical"
"models_loaded","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1388","0","Critical"
"total_encodings","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1389","0","Critical"
"last_update","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1390","0","Critical"
"run_api_server","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1396","4","Medium Risk"
"debug_view_loop","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1403","2","Medium Risk"
"main","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1482","80","Medium Risk"
"__main__","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\nhandienface.py","1517","0","Critical"
"Mock","py-class","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\docs\conf.py","20","2","Safe"
"__getattr__","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\docs\conf.py","22","1","Medium Risk"
"run_test","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\benchmark.py","17","5","Medium Risk"
"main","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\blink_detection.py","21","80","Medium Risk"
"get_ear","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\blink_detection.py","86","3","Medium Risk"
"__main__","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\blink_detection.py","103","0","Critical"
"next_id","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\facerec_from_webcam_multiprocessing.py","19","13","Medium Risk"
"prev_id","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\facerec_from_webcam_multiprocessing.py","27","3","Medium Risk"
"capture","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\facerec_from_webcam_multiprocessing.py","35","12","Medium Risk"
"process","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\facerec_from_webcam_multiprocessing.py","58","44","Medium Risk"
"train","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\facerec_ipcamera_knn.py","51","19","Medium Risk"
"predict","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\facerec_ipcamera_knn.py","116","15","Medium Risk"
"show_prediction_labels_on_image","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\facerec_ipcamera_knn.py","153","4","Medium Risk"
"__main__","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\facerec_ipcamera_knn.py","190","0","Critical"
"train","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\face_recognition_knn.py","46","19","Medium Risk"
"predict","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\face_recognition_knn.py","111","15","Medium Risk"
"show_prediction_labels_on_image","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\face_recognition_knn.py","153","4","Medium Risk"
"__main__","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\face_recognition_knn.py","184","0","Critical"
"face_found_in_image","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example.py","10","0","Critical"
"is_picture_of_obama","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example.py","11","0","Critical"
"allowed_file","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example.py","28","4","Medium Risk"
"upload_image","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example.py","34","2","Medium Risk"
"detect_faces_in_image","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example.py","61","4","Medium Risk"
"face_found_in_image","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example.py","107","0","Critical"
"is_picture_of_obama","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example.py","108","0","Critical"
"__main__","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example.py","112","0","Critical"
"face_found_in_image","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example_Simplified_Chinese.py","6","0","Critical"
"is_picture_of_obama","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example_Simplified_Chinese.py","7","0","Critical"
"allowed_file","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example_Simplified_Chinese.py","24","4","Medium Risk"
"upload_image","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example_Simplified_Chinese.py","30","2","Medium Risk"
"detect_faces_in_image","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example_Simplified_Chinese.py","57","4","Medium Risk"
"face_found_in_image","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example_Simplified_Chinese.py","103","0","Critical"
"is_picture_of_obama","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example_Simplified_Chinese.py","104","0","Critical"
"__main__","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\examples\web_service_example_Simplified_Chinese.py","109","0","Critical"
"_rect_to_css","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","32","4","Medium Risk"
"_css_to_rect","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","42","2","Medium Risk"
"_trim_css_to_bounds","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","52","4","Medium Risk"
"face_distance","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","63","25","Medium Risk"
"load_image_file","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","78","113","Medium Risk"
"_raw_face_locations","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","92","8","Medium Risk"
"cnn","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","102","0","Critical"
"face_locations","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","108","107","Medium Risk"
"cnn","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","118","0","Critical"
"_raw_face_locations_batched","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","124","3","Medium Risk"
"batch_face_locations","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","135","4","Medium Risk"
"convert_cnn_detections_to_css","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","146","2","Medium Risk"
"_raw_face_landmarks","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","154","4","Medium Risk"
"small","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","162","0","Critical"
"face_landmarks","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","168","47","Medium Risk"
"chin","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","183","0","Critical"
"left_eyebrow","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","184","0","Critical"
"right_eyebrow","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","185","0","Critical"
"nose_bridge","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","186","0","Critical"
"nose_tip","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","187","0","Critical"
"left_eye","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","188","0","Critical"
"right_eye","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","189","0","Critical"
"top_lip","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","190","0","Critical"
"bottom_lip","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","191","0","Critical"
"nose_tip","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","195","0","Critical"
"left_eye","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","196","0","Critical"
"right_eye","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","197","0","Critical"
"face_encodings","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","203","94","Medium Risk"
"compare_faces","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\api.py","217","31","Medium Risk"
"print_result","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\face_detection_cli.py","12","6","Medium Risk"
"test_image","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\face_detection_cli.py","17","12","Medium Risk"
"image_files_in_folder","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\face_detection_cli.py","25","11","Medium Risk"
"process_images_in_process_pool","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\face_detection_cli.py","29","4","Medium Risk"
"main","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\face_detection_cli.py","56","80","Medium Risk"
"__main__","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\face_detection_cli.py","71","0","Critical"
"scan_known_people","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\face_recognition\face_recognition\face_recognition_cli.py","14","2","Medium Risk"
