"Type","Name","File","Line"
"Namespace","API.DTOs","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\EmployeeStatsResponse.cs","1"
"class","EmployeeSummaryResponse","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\EmployeeStatsResponse.cs","3"
"class","DepartmentStatItem","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\EmployeeStatsResponse.cs","24"
"class","PositionStatItem","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\EmployeeStatsResponse.cs","32"
"class","EmployeeCountChangedEvent","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\EmployeeStatsResponse.cs","41"
"Namespace","API.DTOs","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\LoginRequest.cs","3"
"class","LoginRequest","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\LoginRequest.cs","5"
"Namespace","API.DTOs","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\LoginResponse.cs","1"
"class","LoginResponse","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\LoginResponse.cs","3"
"Namespace","API.DTOs","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\PositionRequest.cs","3"
"class","CreatePositionRequest","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\PositionRequest.cs","5"
"class","UpdatePositionRequest","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\PositionRequest.cs","12"
"class","PositionResponse","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\PositionRequest.cs","19"
"Namespace","API.DTOs.PreRegistration","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\PreRegistrationDtos.cs","5"
"class","CreateLinkRequestDto","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\PreRegistrationDtos.cs","12"
"class","SubmitRegistrationDto","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\PreRegistrationDtos.cs","22"
"class","VisitorInfoDto","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\PreRegistrationDtos.cs","46"
"class","VerifyVisitorQrDto","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\PreRegistrationDtos.cs","61"
"class","UpdateStatusDto","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\PreRegistrationDtos.cs","65"
"class","CreateLinkResponseDto","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\PreRegistrationDtos.cs","77"
"class","ValidateTokenResponseDto","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\PreRegistrationDtos.cs","84"
"class","RegistrationListItemDto","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\PreRegistrationDtos.cs","96"
"class","RegistrationDetailDto","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\PreRegistrationDtos.cs","111"
"class","AccessLogDto","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\PreRegistrationDtos.cs","117"
"Namespace","API.DTOs","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\SetCamRequest.cs","1"
"class","SetCamRequest","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\SetCamRequest.cs","3"
"Namespace","API.DTOs","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\UpdateEmployeeRequest.cs","3"
"class","UpdateEmployeeRequest","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\UpdateEmployeeRequest.cs","5"
"Namespace","API.DTOs","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\UpdateUserRequest.cs","3"
"class","UpdateUserRequest","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\UpdateUserRequest.cs","5"
"Namespace","API.DTOs","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\UserResponse.cs","1"
"class","UserResponse","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\UserResponse.cs","3"
"Namespace","API.DTOs","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\VehicleDtos.cs","1"
"class","VehicleDto","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\VehicleDtos.cs","6"
"class","VehicleTypeDto","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\VehicleDtos.cs","17"
"class","CreateVehicleDto","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\VehicleDtos.cs","24"
"class","UpdateVehicleDto","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\DTOs\VehicleDtos.cs","40"
"Namespace","API.Hubs","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Hubs\EmployeeStatsHub.cs","3"
"class","EmployeeStatsHub","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Hubs\EmployeeStatsHub.cs","10"
"Namespace","API.Migrations","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Migrations\20260522060405_InitialCreate.cs","8"
"class","InitialCreate","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Migrations\20260522060405_InitialCreate.cs","11"
"Namespace","API.Migrations","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Migrations\ApplicationDbContextModelSnapshot.cs","11"
"ReflectionLike","[DbContext(typeof(ApplicationDbContext))]","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Migrations\ApplicationDbContextModelSnapshot.cs","13"
"class","ApplicationDbContextModelSnapshot","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Migrations\ApplicationDbContextModelSnapshot.cs","14"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\AccessLog.cs","7"
"class","AccessLog","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\AccessLog.cs","10"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\AccessPermissions.cs","5"
"class","EmployeeAccessPermission","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\AccessPermissions.cs","9"
"class","VisitorAccessPermission","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\AccessPermissions.cs","27"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\AppUser.cs","4"
"class","AppUser","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\AppUser.cs","7"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\Camera.cs","7"
"class","Camera","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\Camera.cs","10"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\CameraPlate.cs","4"
"class","CameraPlate","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\CameraPlate.cs","6"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\Department.cs","7"
"class","Department","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\Department.cs","10"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\DynamicQrScanLog.cs","3"
"class","DynamicQrScanLog","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\DynamicQrScanLog.cs","5"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\Employee.cs","7"
"class","Employee","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\Employee.cs","10"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\EmployeeDynamicQr.cs","3"
"class","EmployeeDynamicQr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\EmployeeDynamicQr.cs","5"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\EmployeeFaceModel.cs","4"
"class","EmployeeFaceModel","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\EmployeeFaceModel.cs","6"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\EmployeeFaceVideo.cs","4"
"class","EmployeeFaceVideo","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\EmployeeFaceVideo.cs","6"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\ExceptionReason.cs","7"
"class","ExceptionReason","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\ExceptionReason.cs","11"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\Gate.cs","7"
"class","Gate","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\Gate.cs","10"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\GuestProfile.cs","7"
"class","GuestProfile","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\GuestProfile.cs","10"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\Position.cs","7"
"class","Position","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\Position.cs","10"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\PreRegistration.cs","7"
"class","PreRegistration","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\PreRegistration.cs","10"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\RegistrationLink.cs","6"
"class","RegistrationLink","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\RegistrationLink.cs","9"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\UploadVideoRequest.cs","3"
"class","UploadVideoRequest","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\UploadVideoRequest.cs","5"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\Vehicle.cs","7"
"class","Vehicle","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\Vehicle.cs","11"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\VehicleType.cs","7"
"class","VehicleType","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\VehicleType.cs","10"
"Namespace","API.Models","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\VisitorDetail.cs","4"
"class","VisitorDetail","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Models\VisitorDetail.cs","7"
"Namespace","API.Services","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Services\AuthService.cs","9"
"class","AuthService","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Services\AuthService.cs","11"
"Namespace","API.Services","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Services\IAuthService.cs","3"
"interface","IAuthService","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Services\IAuthService.cs","5"
"Namespace","API.Services","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Services\LanCameraDiscoveryService.cs","9"
"interface","ILanCameraDiscoveryService","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Services\LanCameraDiscoveryService.cs","11"
"Namespace","API.Services","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Services\RuntimeAutoStartHostedService.cs","1"
"Namespace","API.Services","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Services\RuntimeOrchestrator.cs","4"
"Namespace","API.Services","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Services\StaticVisitorQrService.cs","4"
"Namespace","API.Services","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Services\VehicleService.cs","6"
"interface","IVehicleService","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Services\VehicleService.cs","9"
"class","VehicleService","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Services\VehicleService.cs","22"
